,STATE/UT,YEAR,MONTH,ACCIDENTS
4390,Nagaland,2002,NOVEMBER,111
4391,Nagaland,2002,DECEMBER,124
4392,Nagaland,2003,JANUARY,103
4393,Nagaland,2003,FEBRUARY,122
4394,Nagaland,2003,MARCH,142
4395,Nagaland,2003,APRIL,123
4396,Nagaland,2003,MAY,138
4397,Nagaland,2003,JUNE,131
4398,Nagaland,2003,JULY,133
4399,Nagaland,2003,AUGUST,156
4400,Nagaland,2003,SEPTEMBER,147
4401,Nagaland,2003,OCTOBER,134
4402,Nagaland,2003,NOVEMBER,114
4403,Nagaland,2003,DECEMBER,143
4404,Nagaland,2004,JANUARY,137
4405,Nagaland,2004,FEBRUARY,139
4406,Nagaland,2004,MARCH,143
4407,Nagaland,2004,APRIL,126
4408,Nagaland,2004,MAY,127
4409,Nagaland,2004,JUNE,124
4410,Nagaland,2004,JULY,145
4411,Nagaland,2004,AUGUST,146
4412,Nagaland,2004,SEPTEMBER,144
4413,Nagaland,2004,OCTOBER,161
4414,Nagaland,2004,NOVEMBER,114
4415,Nagaland,2004,DECEMBER,127
4416,Nagaland,2005,JANUARY,152
4417,Nagaland,2005,FEBRUARY,164
4418,Nagaland,2005,MARCH,150
4419,Nagaland,2005,APRIL,153
4420,Nagaland,2005,MAY,138
4421,Nagaland,2005,JUNE,145
4422,Nagaland,2005,JULY,162
4423,Nagaland,2005,AUGUST,159
4424,Nagaland,2005,SEPTEMBER,148
4425,Nagaland,2005,OCTOBER,143
4426,Nagaland,2005,NOVEMBER,121
4427,Nagaland,2005,DECEMBER,145
4428,Nagaland,2006,JANUARY,120
4429,Nagaland,2006,FEBRUARY,124
4430,Nagaland,2006,MARCH,166
4431,Nagaland,2006,APRIL,125
4432,Nagaland,2006,MAY,148
4433,Nagaland,2006,JUNE,132
4434,Nagaland,2006,JULY,125
4435,Nagaland,2006,AUGUST,161
4436,Nagaland,2006,SEPTEMBER,151
4437,Nagaland,2006,OCTOBER,130
4438,Nagaland,2006,NOVEMBER,122
4439,Nagaland,2006,DECEMBER,135
4440,Nagaland,2007,JANUARY,149
4441,Nagaland,2007,FEBRUARY,126
4442,Nagaland,2007,MARCH,157
4443,Nagaland,2007,APRIL,165
4444,Nagaland,2007,MAY,138
4445,Nagaland,2007,JUNE,153
4446,Nagaland,2007,JULY,152
4447,Nagaland,2007,AUGUST,139
4448,Nagaland,2007,SEPTEMBER,156
4449,Nagaland,2007,OCTOBER,131
4450,Nagaland,2007,NOVEMBER,149
4451,Nagaland,2007,DECEMBER,129
4452,Nagaland,2008,JANUARY,127
4453,Nagaland,2008,FEBRUARY,145
4454,Nagaland,2008,MARCH,152
4455,Nagaland,2008,APRIL,153
4456,Nagaland,2008,MAY,162
4457,Nagaland,2008,JUNE,151
4458,Nagaland,2008,JULY,142
4459,Nagaland,2008,AUGUST,154
4460,Nagaland,2008,SEPTEMBER,136
4461,Nagaland,2008,OCTOBER,155
4462,Nagaland,2008,NOVEMBER,91
4463,Nagaland,2008,DECEMBER,130
4464,Nagaland,2009,JANUARY,148
4465,Nagaland,2009,FEBRUARY,130
4466,Nagaland,2009,MARCH,153
4467,Nagaland,2009,APRIL,148
4468,Nagaland,2009,MAY,155
4469,Nagaland,2009,JUNE,147
4470,Nagaland,2009,JULY,126
4471,Nagaland,2009,AUGUST,135
4472,Nagaland,2009,SEPTEMBER,146
4473,Nagaland,2009,OCTOBER,160
4474,Nagaland,2009,NOVEMBER,126
4475,Nagaland,2009,DECEMBER,124
4476,Nagaland,2010,JANUARY,114
4477,Nagaland,2010,FEBRUARY,132
4478,Nagaland,2010,MARCH,132
4479,Nagaland,2010,APRIL,119
4480,Nagaland,2010,MAY,126
4481,Nagaland,2010,JUNE,141
4482,Nagaland,2010,JULY,151
4483,Nagaland,2010,AUGUST,127
4484,Nagaland,2010,SEPTEMBER,130
4485,Nagaland,2010,OCTOBER,139
4486,Nagaland,2010,NOVEMBER,104
4487,Nagaland,2010,DECEMBER,114
4488,Nagaland,2011,JANUARY,122
4489,Nagaland,2011,FEBRUARY,105
4490,Nagaland,2011,MARCH,119
4491,Nagaland,2011,APRIL,112
4492,Nagaland,2011,MAY,116
4493,Nagaland,2011,JUNE,109
4494,Nagaland,2011,JULY,137
4495,Nagaland,2011,AUGUST,144
4496,Nagaland,2011,SEPTEMBER,140
4497,Nagaland,2011,OCTOBER,149
4498,Nagaland,2011,NOVEMBER,117
4499,Nagaland,2011,DECEMBER,110
4500,Nagaland,2012,JANUARY,128
4501,Nagaland,2012,FEBRUARY,125
4502,Nagaland,2012,MARCH,159
4503,Nagaland,2012,APRIL,103
4504,Nagaland,2012,MAY,133
4505,Nagaland,2012,JUNE,131
4506,Nagaland,2012,JULY,126
4507,Nagaland,2012,AUGUST,119
4508,Nagaland,2012,SEPTEMBER,115
4509,Nagaland,2012,OCTOBER,124
4510,Nagaland,2012,NOVEMBER,119
4511,Nagaland,2012,DECEMBER,128
4512,Nagaland,2013,JANUARY,102
4513,Nagaland,2013,FEBRUARY,108
4514,Nagaland,2013,MARCH,120
4515,Nagaland,2013,APRIL,139
4516,Nagaland,2013,MAY,127
4517,Nagaland,2013,JUNE,128
4518,Nagaland,2013,JULY,126
4519,Nagaland,2013,AUGUST,125
4520,Nagaland,2013,SEPTEMBER,134
4521,Nagaland,2013,OCTOBER,129
4522,Nagaland,2013,NOVEMBER,106
4523,Nagaland,2013,DECEMBER,107
4524,Nagaland,2014,JANUARY,44
4525,Nagaland,2014,FEBRUARY,64
4526,Nagaland,2014,MARCH,65
4527,Nagaland,2014,APRIL,46
4528,Nagaland,2014,MAY,59
4529,Nagaland,2014,JUNE,57
4530,Nagaland,2014,JULY,60
4531,Nagaland,2014,AUGUST,58
4532,Nagaland,2014,SEPTEMBER,62
4533,Nagaland,2014,OCTOBER,75
4534,Nagaland,2014,NOVEMBER,44
4535,Nagaland,2014,DECEMBER,37
4536,Odisha,2001,JANUARY,130
4537,Odisha,2001,FEBRUARY,160
4538,Odisha,2001,MARCH,162
4539,Odisha,2001,APRIL,159
4540,Odisha,2001,MAY,154
4541,Odisha,2001,JUNE,135
4542,Odisha,2001,JULY,146
4543,Odisha,2001,AUGUST,144
4544,Odisha,2001,SEPTEMBER,135
4545,Odisha,2001,OCTOBER,165
4546,Odisha,2001,NOVEMBER,156
4547,Odisha,2001,DECEMBER,162
4548,Odisha,2002,JANUARY,130
4549,Odisha,2002,FEBRUARY,128
4550,Odisha,2002,MARCH,122
4551,Odisha,2002,APRIL,115
4552,Odisha,2002,MAY,110
4553,Odisha,2002,JUNE,130
4554,Odisha,2002,JULY,138
4555,Odisha,2002,AUGUST,123
4556,Odisha,2002,SEPTEMBER,134
4557,Odisha,2002,OCTOBER,118
4558,Odisha,2002,NOVEMBER,133
4559,Odisha,2002,DECEMBER,127
4560,Odisha,2003,JANUARY,101
4561,Odisha,2003,FEBRUARY,85
4562,Odisha,2003,MARCH,107
4563,Odisha,2003,APRIL,124
4564,Odisha,2003,MAY,135
4565,Odisha,2003,JUNE,142
4566,Odisha,2003,JULY,149
4567,Odisha,2003,AUGUST,152
4568,Odisha,2003,SEPTEMBER,147
4569,Odisha,2003,OCTOBER,167
4570,Odisha,2003,NOVEMBER,151
4571,Odisha,2003,DECEMBER,143
4572,Odisha,2004,JANUARY,167
4573,Odisha,2004,FEBRUARY,181
4574,Odisha,2004,MARCH,163
4575,Odisha,2004,APRIL,162
4576,Odisha,2004,MAY,160
4577,Odisha,2004,JUNE,163
4578,Odisha,2004,JULY,166
4579,Odisha,2004,AUGUST,160
4580,Odisha,2004,SEPTEMBER,195
4581,Odisha,2004,OCTOBER,188
4582,Odisha,2004,NOVEMBER,170
4583,Odisha,2004,DECEMBER,161
4584,Odisha,2005,JANUARY,115
4585,Odisha,2005,FEBRUARY,196
4586,Odisha,2005,MARCH,175
4587,Odisha,2005,APRIL,159
4588,Odisha,2005,MAY,167
4589,Odisha,2005,JUNE,157
4590,Odisha,2005,JULY,243
4591,Odisha,2005,AUGUST,151
4592,Odisha,2005,SEPTEMBER,181
4593,Odisha,2005,OCTOBER,178
4594,Odisha,2005,NOVEMBER,210
4595,Odisha,2005,DECEMBER,220
4596,Odisha,2006,JANUARY,185
4597,Odisha,2006,FEBRUARY,182
4598,Odisha,2006,MARCH,165
4599,Odisha,2006,APRIL,163
4600,Odisha,2006,MAY,182
4601,Odisha,2006,JUNE,200
4602,Odisha,2006,JULY,173
4603,Odisha,2006,AUGUST,187
4604,Odisha,2006,SEPTEMBER,207
4605,Odisha,2006,OCTOBER,211
4606,Odisha,2006,NOVEMBER,187
4607,Odisha,2006,DECEMBER,209
4608,Odisha,2007,JANUARY,211
4609,Odisha,2007,FEBRUARY,179
4610,Odisha,2007,MARCH,192
4611,Odisha,2007,APRIL,180
4612,Odisha,2007,MAY,187
4613,Odisha,2007,JUNE,190
4614,Odisha,2007,JULY,183
4615,Odisha,2007,AUGUST,203
4616,Odisha,2007,SEPTEMBER,232
4617,Odisha,2007,OCTOBER,213
4618,Odisha,2007,NOVEMBER,214
4619,Odisha,2007,DECEMBER,207
4620,Odisha,2008,JANUARY,230
4621,Odisha,2008,FEBRUARY,191
4622,Odisha,2008,MARCH,176
4623,Odisha,2008,APRIL,224
4624,Odisha,2008,MAY,197
4625,Odisha,2008,JUNE,191
4626,Odisha,2008,JULY,190
4627,Odisha,2008,AUGUST,177
4628,Odisha,2008,SEPTEMBER,184
4629,Odisha,2008,OCTOBER,225
4630,Odisha,2008,NOVEMBER,221
4631,Odisha,2008,DECEMBER,188
4632,Odisha,2009,JANUARY,225
4633,Odisha,2009,FEBRUARY,237
4634,Odisha,2009,MARCH,214
4635,Odisha,2009,APRIL,221
4636,Odisha,2009,MAY,191
4637,Odisha,2009,JUNE,238
4638,Odisha,2009,JULY,209
4639,Odisha,2009,AUGUST,206
4640,Odisha,2009,SEPTEMBER,217
4641,Odisha,2009,OCTOBER,236
4642,Odisha,2009,NOVEMBER,256
4643,Odisha,2009,DECEMBER,234
4644,Odisha,2010,JANUARY,219
4645,Odisha,2010,FEBRUARY,195
4646,Odisha,2010,MARCH,209
4647,Odisha,2010,APRIL,219
4648,Odisha,2010,MAY,200
4649,Odisha,2010,JUNE,200
4650,Odisha,2010,JULY,201
4651,Odisha,2010,AUGUST,187
4652,Odisha,2010,SEPTEMBER,180
4653,Odisha,2010,OCTOBER,196
4654,Odisha,2010,NOVEMBER,214
4655,Odisha,2010,DECEMBER,219
4656,Odisha,2011,JANUARY,517
4657,Odisha,2011,FEBRUARY,602
4658,Odisha,2011,MARCH,531
4659,Odisha,2011,APRIL,536
4660,Odisha,2011,MAY,510
4661,Odisha,2011,JUNE,521
4662,Odisha,2011,JULY,522
4663,Odisha,2011,AUGUST,536
4664,Odisha,2011,SEPTEMBER,491
4665,Odisha,2011,OCTOBER,585
4666,Odisha,2011,NOVEMBER,572
4667,Odisha,2011,DECEMBER,573
4668,Odisha,2012,JANUARY,525
4669,Odisha,2012,FEBRUARY,550
4670,Odisha,2012,MARCH,529
4671,Odisha,2012,APRIL,527
4672,Odisha,2012,MAY,502
4673,Odisha,2012,JUNE,535
4674,Odisha,2012,JULY,505
4675,Odisha,2012,AUGUST,480
4676,Odisha,2012,SEPTEMBER,483
4677,Odisha,2012,OCTOBER,519
4678,Odisha,2012,NOVEMBER,610
4679,Odisha,2012,DECEMBER,563
4680,Odisha,2013,JANUARY,503
4681,Odisha,2013,FEBRUARY,464
4682,Odisha,2013,MARCH,555
4683,Odisha,2013,APRIL,552
4684,Odisha,2013,MAY,533
4685,Odisha,2013,JUNE,487
4686,Odisha,2013,JULY,467
4687,Odisha,2013,AUGUST,458
4688,Odisha,2013,SEPTEMBER,482
4689,Odisha,2013,OCTOBER,573
4690,Odisha,2013,NOVEMBER,665
4691,Odisha,2013,DECEMBER,584
4692,Odisha,2014,JANUARY,495
4693,Odisha,2014,FEBRUARY,493
4694,Odisha,2014,MARCH,555
4695,Odisha,2014,APRIL,524
4696,Odisha,2014,MAY,563
4697,Odisha,2014,JUNE,535
4698,Odisha,2014,JULY,491
4699,Odisha,2014,AUGUST,519
4700,Odisha,2014,SEPTEMBER,489
4701,Odisha,2014,OCTOBER,568
4702,Odisha,2014,NOVEMBER,595
4703,Odisha,2014,DECEMBER,564
4704,Puducherry,2001,JANUARY,1733
4705,Puducherry,2001,FEBRUARY,1678
4706,Puducherry,2001,MARCH,1755
4707,Puducherry,2001,APRIL,1750
4708,Puducherry,2001,MAY,1937
4709,Puducherry,2001,JUNE,1778
4710,Puducherry,2001,JULY,1485
4711,Puducherry,2001,AUGUST,1606
4712,Puducherry,2001,SEPTEMBER,1562
4713,Puducherry,2001,OCTOBER,1626
4714,Puducherry,2001,NOVEMBER,1583
4715,Puducherry,2001,DECEMBER,1506
4716,Puducherry,2002,JANUARY,1506
4717,Puducherry,2002,FEBRUARY,1567
4718,Puducherry,2002,MARCH,1707
4719,Puducherry,2002,APRIL,1738
4720,Puducherry,2002,MAY,1978
4721,Puducherry,2002,JUNE,1878
4722,Puducherry,2002,JULY,1747
4723,Puducherry,2002,AUGUST,1632
4724,Puducherry,2002,SEPTEMBER,1836
4725,Puducherry,2002,OCTOBER,1716
4726,Puducherry,2002,NOVEMBER,1696
4727,Puducherry,2002,DECEMBER,1570
4728,Puducherry,2003,JANUARY,1795
4729,Puducherry,2003,FEBRUARY,1664
4730,Puducherry,2003,MARCH,1707
4731,Puducherry,2003,APRIL,1762
4732,Puducherry,2003,MAY,2101
4733,Puducherry,2003,JUNE,1967
4734,Puducherry,2003,JULY,1837
4735,Puducherry,2003,AUGUST,1779
4736,Puducherry,2003,SEPTEMBER,1840
4737,Puducherry,2003,OCTOBER,1977
4738,Puducherry,2003,NOVEMBER,1907
4739,Puducherry,2003,DECEMBER,1597
4740,Puducherry,2004,JANUARY,1933
4741,Puducherry,2004,FEBRUARY,1939
4742,Puducherry,2004,MARCH,1999
4743,Puducherry,2004,APRIL,2124
4744,Puducherry,2004,MAY,2161
4745,Puducherry,2004,JUNE,2021
4746,Puducherry,2004,JULY,1815
4747,Puducherry,2004,AUGUST,1697
4748,Puducherry,2004,SEPTEMBER,1944
4749,Puducherry,2004,OCTOBER,1889
4750,Puducherry,2004,NOVEMBER,2057
4751,Puducherry,2004,DECEMBER,1664
4752,Puducherry,2005,JANUARY,1804
4753,Puducherry,2005,FEBRUARY,1715
4754,Puducherry,2005,MARCH,1971
4755,Puducherry,2005,APRIL,1964
4756,Puducherry,2005,MAY,2429
4757,Puducherry,2005,JUNE,2123
4758,Puducherry,2005,JULY,1920
4759,Puducherry,2005,AUGUST,1844
4760,Puducherry,2005,SEPTEMBER,1843
4761,Puducherry,2005,OCTOBER,1920
4762,Puducherry,2005,NOVEMBER,2055
4763,Puducherry,2005,DECEMBER,1527
4764,Puducherry,2006,JANUARY,1948
4765,Puducherry,2006,FEBRUARY,1926
4766,Puducherry,2006,MARCH,2052
4767,Puducherry,2006,APRIL,2110
4768,Puducherry,2006,MAY,2438
4769,Puducherry,2006,JUNE,1998
4770,Puducherry,2006,JULY,1901
4771,Puducherry,2006,AUGUST,1726
4772,Puducherry,2006,SEPTEMBER,1776
4773,Puducherry,2006,OCTOBER,1984
4774,Puducherry,2006,NOVEMBER,1855
4775,Puducherry,2006,DECEMBER,1634
4776,Puducherry,2007,JANUARY,2051
4777,Puducherry,2007,FEBRUARY,1918
4778,Puducherry,2007,MARCH,2054
4779,Puducherry,2007,APRIL,2252
4780,Puducherry,2007,MAY,2270
4781,Puducherry,2007,JUNE,1931
4782,Puducherry,2007,JULY,1822
4783,Puducherry,2007,AUGUST,1935
4784,Puducherry,2007,SEPTEMBER,1945
4785,Puducherry,2007,OCTOBER,2018
4786,Puducherry,2007,NOVEMBER,2084
4787,Puducherry,2007,DECEMBER,1605
4788,Puducherry,2008,JANUARY,2020
4789,Puducherry,2008,FEBRUARY,1935
4790,Puducherry,2008,MARCH,1872
4791,Puducherry,2008,APRIL,2111
4792,Puducherry,2008,MAY,2243
4793,Puducherry,2008,JUNE,1936
4794,Puducherry,2008,JULY,1856
4795,Puducherry,2008,AUGUST,1829
4796,Puducherry,2008,SEPTEMBER,2132
4797,Puducherry,2008,OCTOBER,2135
4798,Puducherry,2008,NOVEMBER,2055
4799,Puducherry,2008,DECEMBER,1580
4800,Puducherry,2009,JANUARY,1983
4801,Puducherry,2009,FEBRUARY,2014
4802,Puducherry,2009,MARCH,2172
4803,Puducherry,2009,APRIL,2235
4804,Puducherry,2009,MAY,2438
4805,Puducherry,2009,JUNE,2285
4806,Puducherry,2009,JULY,2026
4807,Puducherry,2009,AUGUST,2033
4808,Puducherry,2009,SEPTEMBER,2084
4809,Puducherry,2009,OCTOBER,2121
4810,Puducherry,2009,NOVEMBER,2011
4811,Puducherry,2009,DECEMBER,1712
4812,Puducherry,2010,JANUARY,2074
4813,Puducherry,2010,FEBRUARY,2024
4814,Puducherry,2010,MARCH,2138
4815,Puducherry,2010,APRIL,2140
4816,Puducherry,2010,MAY,2298
4817,Puducherry,2010,JUNE,2163
4818,Puducherry,2010,JULY,1974
4819,Puducherry,2010,AUGUST,1799
4820,Puducherry,2010,SEPTEMBER,1782
4821,Puducherry,2010,OCTOBER,1961
4822,Puducherry,2010,NOVEMBER,2090
4823,Puducherry,2010,DECEMBER,1859
4824,Puducherry,2011,JANUARY,2045
4825,Puducherry,2011,FEBRUARY,1881
4826,Puducherry,2011,MARCH,2006
4827,Puducherry,2011,APRIL,1986
4828,Puducherry,2011,MAY,2341
4829,Puducherry,2011,JUNE,2026
4830,Puducherry,2011,JULY,1859
4831,Puducherry,2011,AUGUST,1821
4832,Puducherry,2011,SEPTEMBER,1815
4833,Puducherry,2011,OCTOBER,1906
4834,Puducherry,2011,NOVEMBER,1957
4835,Puducherry,2011,DECEMBER,1602
4836,Puducherry,2012,JANUARY,2048
4837,Puducherry,2012,FEBRUARY,1914
4838,Puducherry,2012,MARCH,1972
4839,Puducherry,2012,APRIL,1978
4840,Puducherry,2012,MAY,2116
4841,Puducherry,2012,JUNE,2043
4842,Puducherry,2012,JULY,1972
4843,Puducherry,2012,AUGUST,1773
4844,Puducherry,2012,SEPTEMBER,1670
4845,Puducherry,2012,OCTOBER,1873
4846,Puducherry,2012,NOVEMBER,1913
4847,Puducherry,2012,DECEMBER,1697
4848,Puducherry,2013,JANUARY,2034
4849,Puducherry,2013,FEBRUARY,1821
4850,Puducherry,2013,MARCH,1963
4851,Puducherry,2013,APRIL,2046
4852,Puducherry,2013,MAY,2305
4853,Puducherry,2013,JUNE,2109
4854,Puducherry,2013,JULY,1822
4855,Puducherry,2013,AUGUST,1679
4856,Puducherry,2013,SEPTEMBER,1944
4857,Puducherry,2013,OCTOBER,2013
4858,Puducherry,2013,NOVEMBER,2095
4859,Puducherry,2013,DECEMBER,1755
4860,Puducherry,2014,JANUARY,2143
4861,Puducherry,2014,FEBRUARY,1951
4862,Puducherry,2014,MARCH,2130
4863,Puducherry,2014,APRIL,2053
4864,Puducherry,2014,MAY,2484
4865,Puducherry,2014,JUNE,2213
4866,Puducherry,2014,JULY,1976
4867,Puducherry,2014,AUGUST,1888
4868,Puducherry,2014,SEPTEMBER,1839
4869,Puducherry,2014,OCTOBER,2035
4870,Puducherry,2014,NOVEMBER,2104
4871,Puducherry,2014,DECEMBER,1823
4872,Punjab,2001,JANUARY,9
4873,Punjab,2001,FEBRUARY,1
4874,Punjab,2001,MARCH,6
4875,Punjab,2001,APRIL,5
4876,Punjab,2001,MAY,3
4877,Punjab,2001,JUNE,5
4878,Punjab,2001,JULY,0
4879,Punjab,2001,AUGUST,6
4880,Punjab,2001,SEPTEMBER,6
4881,Punjab,2001,OCTOBER,5
4882,Punjab,2001,NOVEMBER,7
4883,Punjab,2001,DECEMBER,2
4884,Punjab,2002,JANUARY,43
4885,Punjab,2002,FEBRUARY,23
4886,Punjab,2002,MARCH,50
4887,Punjab,2002,APRIL,11
4888,Punjab,2002,MAY,34
4889,Punjab,2002,JUNE,40
4890,Punjab,2002,JULY,29
4891,Punjab,2002,AUGUST,17
4892,Punjab,2002,SEPTEMBER,25
4893,Punjab,2002,OCTOBER,24
4894,Punjab,2002,NOVEMBER,24
4895,Punjab,2002,DECEMBER,31
4896,Punjab,2003,JANUARY,10
4897,Punjab,2003,FEBRUARY,10
4898,Punjab,2003,MARCH,8
4899,Punjab,2003,APRIL,11
4900,Punjab,2003,MAY,16
4901,Punjab,2003,JUNE,16
4902,Punjab,2003,JULY,8
4903,Punjab,2003,AUGUST,13
4904,Punjab,2003,SEPTEMBER,8
4905,Punjab,2003,OCTOBER,7
4906,Punjab,2003,NOVEMBER,11
4907,Punjab,2003,DECEMBER,13
4908,Punjab,2004,JANUARY,8
4909,Punjab,2004,FEBRUARY,15
4910,Punjab,2004,MARCH,12
4911,Punjab,2004,APRIL,8
4912,Punjab,2004,MAY,15
4913,Punjab,2004,JUNE,22
4914,Punjab,2004,JULY,11
4915,Punjab,2004,AUGUST,7
4916,Punjab,2004,SEPTEMBER,11
4917,Punjab,2004,OCTOBER,25
4918,Punjab,2004,NOVEMBER,11
4919,Punjab,2004,DECEMBER,14
4920,Punjab,2005,JANUARY,10
4921,Punjab,2005,FEBRUARY,19
4922,Punjab,2005,MARCH,13
4923,Punjab,2005,APRIL,15
4924,Punjab,2005,MAY,17
4925,Punjab,2005,JUNE,16
4926,Punjab,2005,JULY,8
4927,Punjab,2005,AUGUST,23
4928,Punjab,2005,SEPTEMBER,12
4929,Punjab,2005,OCTOBER,21
4930,Punjab,2005,NOVEMBER,20
4931,Punjab,2005,DECEMBER,15
4932,Punjab,2006,JANUARY,4
4933,Punjab,2006,FEBRUARY,5
4934,Punjab,2006,MARCH,6
4935,Punjab,2006,APRIL,1
4936,Punjab,2006,MAY,3
4937,Punjab,2006,JUNE,1
4938,Punjab,2006,JULY,3
4939,Punjab,2006,AUGUST,3
4940,Punjab,2006,SEPTEMBER,1
4941,Punjab,2006,OCTOBER,3
4942,Punjab,2006,NOVEMBER,6
4943,Punjab,2006,DECEMBER,3
4944,Punjab,2007,JANUARY,10
4945,Punjab,2007,FEBRUARY,7
4946,Punjab,2007,MARCH,21
4947,Punjab,2007,APRIL,7
4948,Punjab,2007,MAY,12
4949,Punjab,2007,JUNE,12
4950,Punjab,2007,JULY,10
4951,Punjab,2007,AUGUST,12
4952,Punjab,2007,SEPTEMBER,8
4953,Punjab,2007,OCTOBER,16
4954,Punjab,2007,NOVEMBER,12
4955,Punjab,2007,DECEMBER,23
4956,Punjab,2008,JANUARY,13
4957,Punjab,2008,FEBRUARY,28
4958,Punjab,2008,MARCH,16
4959,Punjab,2008,APRIL,10
4960,Punjab,2008,MAY,8
4961,Punjab,2008,JUNE,13
4962,Punjab,2008,JULY,6
4963,Punjab,2008,AUGUST,26
4964,Punjab,2008,SEPTEMBER,13
4965,Punjab,2008,OCTOBER,26
4966,Punjab,2008,NOVEMBER,25
4967,Punjab,2008,DECEMBER,12
4968,Punjab,2009,JANUARY,57
4969,Punjab,2009,FEBRUARY,39
4970,Punjab,2009,MARCH,28
4971,Punjab,2009,APRIL,100
4972,Punjab,2009,MAY,43
4973,Punjab,2009,JUNE,47
4974,Punjab,2009,JULY,29
4975,Punjab,2009,AUGUST,41
4976,Punjab,2009,SEPTEMBER,46
4977,Punjab,2009,OCTOBER,34
4978,Punjab,2009,NOVEMBER,50
4979,Punjab,2009,DECEMBER,50
4980,Punjab,2010,JANUARY,16
4981,Punjab,2010,FEBRUARY,17
4982,Punjab,2010,MARCH,18
4983,Punjab,2010,APRIL,19
4984,Punjab,2010,MAY,11
4985,Punjab,2010,JUNE,18
4986,Punjab,2010,JULY,15
4987,Punjab,2010,AUGUST,11
4988,Punjab,2010,SEPTEMBER,18
4989,Punjab,2010,OCTOBER,10
4990,Punjab,2010,NOVEMBER,21
4991,Punjab,2010,DECEMBER,12
4992,Punjab,2011,JANUARY,17
4993,Punjab,2011,FEBRUARY,9
4994,Punjab,2011,MARCH,22
4995,Punjab,2011,APRIL,19
4996,Punjab,2011,MAY,3
4997,Punjab,2011,JUNE,7
4998,Punjab,2011,JULY,11
4999,Punjab,2011,AUGUST,8
5000,Punjab,2011,SEPTEMBER,8
5001,Punjab,2011,OCTOBER,12
5002,Punjab,2011,NOVEMBER,6
5003,Punjab,2011,DECEMBER,7
5004,Punjab,2012,JANUARY,14
5005,Punjab,2012,FEBRUARY,7
5006,Punjab,2012,MARCH,8
5007,Punjab,2012,APRIL,10
5008,Punjab,2012,MAY,9
5009,Punjab,2012,JUNE,15
5010,Punjab,2012,JULY,10
5011,Punjab,2012,AUGUST,11
5012,Punjab,2012,SEPTEMBER,10
5013,Punjab,2012,OCTOBER,12
5014,Punjab,2012,NOVEMBER,10
5015,Punjab,2012,DECEMBER,7
5016,Punjab,2013,JANUARY,16
5017,Punjab,2013,FEBRUARY,17
5018,Punjab,2013,MARCH,33
5019,Punjab,2013,APRIL,24
5020,Punjab,2013,MAY,24
5021,Punjab,2013,JUNE,17
5022,Punjab,2013,JULY,18
5023,Punjab,2013,AUGUST,21
5024,Punjab,2013,SEPTEMBER,17
5025,Punjab,2013,OCTOBER,20
5026,Punjab,2013,NOVEMBER,16
5027,Punjab,2013,DECEMBER,21
5028,Punjab,2014,JANUARY,9
5029,Punjab,2014,FEBRUARY,6
5030,Punjab,2014,MARCH,15
5031,Punjab,2014,APRIL,13
5032,Punjab,2014,MAY,13
5033,Punjab,2014,JUNE,11
5034,Punjab,2014,JULY,14
5035,Punjab,2014,AUGUST,11
5036,Punjab,2014,SEPTEMBER,19
5037,Punjab,2014,OCTOBER,6
5038,Punjab,2014,NOVEMBER,9
5039,Punjab,2014,DECEMBER,4
5040,Rajasthan,2001,JANUARY,4174
5041,Rajasthan,2001,FEBRUARY,4264
5042,Rajasthan,2001,MARCH,4724
5043,Rajasthan,2001,APRIL,4442
5044,Rajasthan,2001,MAY,4465
5045,Rajasthan,2001,JUNE,4453
5046,Rajasthan,2001,JULY,4370
5047,Rajasthan,2001,AUGUST,4437
5048,Rajasthan,2001,SEPTEMBER,4378
5049,Rajasthan,2001,OCTOBER,3985
5050,Rajasthan,2001,NOVEMBER,4261
5051,Rajasthan,2001,DECEMBER,4025
5052,Rajasthan,2002,JANUARY,4326
5053,Rajasthan,2002,FEBRUARY,4300
5054,Rajasthan,2002,MARCH,4703
5055,Rajasthan,2002,APRIL,4788
5056,Rajasthan,2002,MAY,4935
5057,Rajasthan,2002,JUNE,4609
5058,Rajasthan,2002,JULY,4434
5059,Rajasthan,2002,AUGUST,4523
5060,Rajasthan,2002,SEPTEMBER,4500
5061,Rajasthan,2002,OCTOBER,4273
5062,Rajasthan,2002,NOVEMBER,3883
5063,Rajasthan,2002,DECEMBER,4229
5064,Rajasthan,2003,JANUARY,4278
5065,Rajasthan,2003,FEBRUARY,4114
5066,Rajasthan,2003,MARCH,4341
5067,Rajasthan,2003,APRIL,3928
5068,Rajasthan,2003,MAY,4244
5069,Rajasthan,2003,JUNE,4378
5070,Rajasthan,2003,JULY,4177
5071,Rajasthan,2003,AUGUST,4337
5072,Rajasthan,2003,SEPTEMBER,4555
5073,Rajasthan,2003,OCTOBER,4397
5074,Rajasthan,2003,NOVEMBER,3973
5075,Rajasthan,2003,DECEMBER,4303
5076,Rajasthan,2004,JANUARY,4160
5077,Rajasthan,2004,FEBRUARY,4252
5078,Rajasthan,2004,MARCH,4457
5079,Rajasthan,2004,APRIL,4421
5080,Rajasthan,2004,MAY,4540
5081,Rajasthan,2004,JUNE,4495
5082,Rajasthan,2004,JULY,4373
5083,Rajasthan,2004,AUGUST,4696
5084,Rajasthan,2004,SEPTEMBER,4506
5085,Rajasthan,2004,OCTOBER,4282
