,STATE/UT,YEAR,MONTH,ACCIDENTS
1440,D&N Haveli,2009,JANUARY,2
1441,D&N Haveli,2009,FEBRUARY,2
1442,D&N Haveli,2009,MARCH,2
1443,D&N Haveli,2009,APRIL,2
1444,D&N Haveli,2009,MAY,1
1445,D&N Haveli,2009,JUNE,2
1446,D&N Haveli,2009,JULY,2
1447,D&N Haveli,2009,AUGUST,1
1448,D&N Haveli,2009,SEPTEMBER,1
1449,D&N Haveli,2009,OCTOBER,1
1450,D&N Haveli,2009,NOVEMBER,2
1451,D&N Haveli,2009,DECEMBER,3
1452,D&N Haveli,2010,JANUARY,6
1453,D&N Haveli,2010,FEBRUARY,2
1454,D&N Haveli,2010,MARCH,0
1455,D&N Haveli,2010,APRIL,2
1456,D&N Haveli,2010,MAY,4
1457,D&N Haveli,2010,JUNE,4
1458,D&N Haveli,2010,JULY,2
1459,D&N Haveli,2010,AUGUST,2
1460,D&N Haveli,2010,SEPTEMBER,4
1461,D&N Haveli,2010,OCTOBER,1
1462,D&N Haveli,2010,NOVEMBER,3
1463,D&N Haveli,2010,DECEMBER,6
1464,D&N Haveli,2011,JANUARY,2
1465,D&N Haveli,2011,FEBRUARY,2
1466,D&N Haveli,2011,MARCH,2
1467,D&N Haveli,2011,APRIL,1
1468,D&N Haveli,2011,MAY,1
1469,D&N Haveli,2011,JUNE,1
1470,D&N Haveli,2011,JULY,1
1471,D&N Haveli,2011,AUGUST,2
1472,D&N Haveli,2011,SEPTEMBER,2
1473,D&N Haveli,2011,OCTOBER,2
1474,D&N Haveli,2011,NOVEMBER,2
1475,D&N Haveli,2011,DECEMBER,3
1476,D&N Haveli,2012,JANUARY,7
1477,D&N Haveli,2012,FEBRUARY,3
1478,D&N Haveli,2012,MARCH,5
1479,D&N Haveli,2012,APRIL,5
1480,D&N Haveli,2012,MAY,3
1481,D&N Haveli,2012,JUNE,4
1482,D&N Haveli,2012,JULY,5
1483,D&N Haveli,2012,AUGUST,1
1484,D&N Haveli,2012,SEPTEMBER,2
1485,D&N Haveli,2012,OCTOBER,1
1486,D&N Haveli,2012,NOVEMBER,7
1487,D&N Haveli,2012,DECEMBER,7
1488,D&N Haveli,2013,JANUARY,6
1489,D&N Haveli,2013,FEBRUARY,2
1490,D&N Haveli,2013,MARCH,2
1491,D&N Haveli,2013,APRIL,4
1492,D&N Haveli,2013,MAY,1
1493,D&N Haveli,2013,JUNE,4
1494,D&N Haveli,2013,JULY,1
1495,D&N Haveli,2013,AUGUST,1
1496,D&N Haveli,2013,SEPTEMBER,5
1497,D&N Haveli,2013,OCTOBER,2
1498,D&N Haveli,2013,NOVEMBER,2
1499,D&N Haveli,2013,DECEMBER,0
1500,D&N Haveli,2014,JANUARY,6
1501,D&N Haveli,2014,FEBRUARY,4
1502,D&N Haveli,2014,MARCH,3
1503,D&N Haveli,2014,APRIL,3
1504,D&N Haveli,2014,MAY,2
1505,D&N Haveli,2014,JUNE,2
1506,D&N Haveli,2014,JULY,0
1507,D&N Haveli,2014,AUGUST,5
1508,D&N Haveli,2014,SEPTEMBER,1
1509,D&N Haveli,2014,OCTOBER,5
1510,D&N Haveli,2014,NOVEMBER,2
1511,D&N Haveli,2014,DECEMBER,6
1512,Daman & Diu,2001,JANUARY,707
1513,Daman & Diu,2001,FEBRUARY,681
1514,Daman & Diu,2001,MARCH,786
1515,Daman & Diu,2001,APRIL,762
1516,Daman & Diu,2001,MAY,810
1517,Daman & Diu,2001,JUNE,779
1518,Daman & Diu,2001,JULY,763
1519,Daman & Diu,2001,AUGUST,811
1520,Daman & Diu,2001,SEPTEMBER,780
1521,Daman & Diu,2001,OCTOBER,821
1522,Daman & Diu,2001,NOVEMBER,798
1523,Daman & Diu,2001,DECEMBER,784
1524,Daman & Diu,2002,JANUARY,695
1525,Daman & Diu,2002,FEBRUARY,710
1526,Daman & Diu,2002,MARCH,847
1527,Daman & Diu,2002,APRIL,698
1528,Daman & Diu,2002,MAY,702
1529,Daman & Diu,2002,JUNE,665
1530,Daman & Diu,2002,JULY,768
1531,Daman & Diu,2002,AUGUST,801
1532,Daman & Diu,2002,SEPTEMBER,706
1533,Daman & Diu,2002,OCTOBER,724
1534,Daman & Diu,2002,NOVEMBER,669
1535,Daman & Diu,2002,DECEMBER,725
1536,Daman & Diu,2003,JANUARY,638
1537,Daman & Diu,2003,FEBRUARY,645
1538,Daman & Diu,2003,MARCH,689
1539,Daman & Diu,2003,APRIL,714
1540,Daman & Diu,2003,MAY,719
1541,Daman & Diu,2003,JUNE,747
1542,Daman & Diu,2003,JULY,785
1543,Daman & Diu,2003,AUGUST,803
1544,Daman & Diu,2003,SEPTEMBER,791
1545,Daman & Diu,2003,OCTOBER,859
1546,Daman & Diu,2003,NOVEMBER,778
1547,Daman & Diu,2003,DECEMBER,701
1548,Daman & Diu,2004,JANUARY,730
1549,Daman & Diu,2004,FEBRUARY,746
1550,Daman & Diu,2004,MARCH,755
1551,Daman & Diu,2004,APRIL,719
1552,Daman & Diu,2004,MAY,747
1553,Daman & Diu,2004,JUNE,766
1554,Daman & Diu,2004,JULY,727
1555,Daman & Diu,2004,AUGUST,793
1556,Daman & Diu,2004,SEPTEMBER,761
1557,Daman & Diu,2004,OCTOBER,778
1558,Daman & Diu,2004,NOVEMBER,843
1559,Daman & Diu,2004,DECEMBER,745
1560,Daman & Diu,2005,JANUARY,777
1561,Daman & Diu,2005,FEBRUARY,722
1562,Daman & Diu,2005,MARCH,850
1563,Daman & Diu,2005,APRIL,698
1564,Daman & Diu,2005,MAY,815
1565,Daman & Diu,2005,JUNE,773
1566,Daman & Diu,2005,JULY,806
1567,Daman & Diu,2005,AUGUST,900
1568,Daman & Diu,2005,SEPTEMBER,831
1569,Daman & Diu,2005,OCTOBER,780
1570,Daman & Diu,2005,NOVEMBER,835
1571,Daman & Diu,2005,DECEMBER,793
1572,Daman & Diu,2006,JANUARY,718
1573,Daman & Diu,2006,FEBRUARY,726
1574,Daman & Diu,2006,MARCH,868
1575,Daman & Diu,2006,APRIL,779
1576,Daman & Diu,2006,MAY,796
1577,Daman & Diu,2006,JUNE,754
1578,Daman & Diu,2006,JULY,846
1579,Daman & Diu,2006,AUGUST,863
1580,Daman & Diu,2006,SEPTEMBER,804
1581,Daman & Diu,2006,OCTOBER,832
1582,Daman & Diu,2006,NOVEMBER,865
1583,Daman & Diu,2006,DECEMBER,848
1584,Daman & Diu,2007,JANUARY,818
1585,Daman & Diu,2007,FEBRUARY,809
1586,Daman & Diu,2007,MARCH,839
1587,Daman & Diu,2007,APRIL,786
1588,Daman & Diu,2007,MAY,752
1589,Daman & Diu,2007,JUNE,757
1590,Daman & Diu,2007,JULY,834
1591,Daman & Diu,2007,AUGUST,768
1592,Daman & Diu,2007,SEPTEMBER,833
1593,Daman & Diu,2007,OCTOBER,1196
1594,Daman & Diu,2007,NOVEMBER,921
1595,Daman & Diu,2007,DECEMBER,1215
1596,Daman & Diu,2008,JANUARY,698
1597,Daman & Diu,2008,FEBRUARY,696
1598,Daman & Diu,2008,MARCH,780
1599,Daman & Diu,2008,APRIL,747
1600,Daman & Diu,2008,MAY,713
1601,Daman & Diu,2008,JUNE,691
1602,Daman & Diu,2008,JULY,731
1603,Daman & Diu,2008,AUGUST,721
1604,Daman & Diu,2008,SEPTEMBER,707
1605,Daman & Diu,2008,OCTOBER,704
1606,Daman & Diu,2008,NOVEMBER,671
1607,Daman & Diu,2008,DECEMBER,707
1608,Daman & Diu,2009,JANUARY,607
1609,Daman & Diu,2009,FEBRUARY,632
1610,Daman & Diu,2009,MARCH,644
1611,Daman & Diu,2009,APRIL,646
1612,Daman & Diu,2009,MAY,657
1613,Daman & Diu,2009,JUNE,565
1614,Daman & Diu,2009,JULY,610
1615,Daman & Diu,2009,AUGUST,707
1616,Daman & Diu,2009,SEPTEMBER,609
1617,Daman & Diu,2009,OCTOBER,639
1618,Daman & Diu,2009,NOVEMBER,642
1619,Daman & Diu,2009,DECEMBER,656
1620,Daman & Diu,2010,JANUARY,559
1621,Daman & Diu,2010,FEBRUARY,574
1622,Daman & Diu,2010,MARCH,616
1623,Daman & Diu,2010,APRIL,569
1624,Daman & Diu,2010,MAY,639
1625,Daman & Diu,2010,JUNE,545
1626,Daman & Diu,2010,JULY,640
1627,Daman & Diu,2010,AUGUST,600
1628,Daman & Diu,2010,SEPTEMBER,574
1629,Daman & Diu,2010,OCTOBER,614
1630,Daman & Diu,2010,NOVEMBER,652
1631,Daman & Diu,2010,DECEMBER,638
1632,Daman & Diu,2011,JANUARY,562
1633,Daman & Diu,2011,FEBRUARY,619
1634,Daman & Diu,2011,MARCH,631
1635,Daman & Diu,2011,APRIL,575
1636,Daman & Diu,2011,MAY,606
1637,Daman & Diu,2011,JUNE,570
1638,Daman & Diu,2011,JULY,633
1639,Daman & Diu,2011,AUGUST,637
1640,Daman & Diu,2011,SEPTEMBER,589
1641,Daman & Diu,2011,OCTOBER,685
1642,Daman & Diu,2011,NOVEMBER,593
1643,Daman & Diu,2011,DECEMBER,580
1644,Daman & Diu,2012,JANUARY,540
1645,Daman & Diu,2012,FEBRUARY,544
1646,Daman & Diu,2012,MARCH,570
1647,Daman & Diu,2012,APRIL,556
1648,Daman & Diu,2012,MAY,554
1649,Daman & Diu,2012,JUNE,556
1650,Daman & Diu,2012,JULY,571
1651,Daman & Diu,2012,AUGUST,554
1652,Daman & Diu,2012,SEPTEMBER,658
1653,Daman & Diu,2012,OCTOBER,603
1654,Daman & Diu,2012,NOVEMBER,625
1655,Daman & Diu,2012,DECEMBER,606
1656,Daman & Diu,2013,JANUARY,590
1657,Daman & Diu,2013,FEBRUARY,553
1658,Daman & Diu,2013,MARCH,613
1659,Daman & Diu,2013,APRIL,589
1660,Daman & Diu,2013,MAY,635
1661,Daman & Diu,2013,JUNE,612
1662,Daman & Diu,2013,JULY,644
1663,Daman & Diu,2013,AUGUST,593
1664,Daman & Diu,2013,SEPTEMBER,622
1665,Daman & Diu,2013,OCTOBER,687
1666,Daman & Diu,2013,NOVEMBER,703
1667,Daman & Diu,2013,DECEMBER,728
1668,Daman & Diu,2014,JANUARY,643
1669,Daman & Diu,2014,FEBRUARY,698
1670,Daman & Diu,2014,MARCH,801
1671,Daman & Diu,2014,APRIL,632
1672,Daman & Diu,2014,MAY,661
1673,Daman & Diu,2014,JUNE,658
1674,Daman & Diu,2014,JULY,624
1675,Daman & Diu,2014,AUGUST,744
1676,Daman & Diu,2014,SEPTEMBER,742
1677,Daman & Diu,2014,OCTOBER,687
1678,Daman & Diu,2014,NOVEMBER,720
1679,Daman & Diu,2014,DECEMBER,700
1680,Delhi (Ut),2001,JANUARY,124
1681,Delhi (Ut),2001,FEBRUARY,115
1682,Delhi (Ut),2001,MARCH,111
1683,Delhi (Ut),2001,APRIL,108
1684,Delhi (Ut),2001,MAY,131
1685,Delhi (Ut),2001,JUNE,95
1686,Delhi (Ut),2001,JULY,95
1687,Delhi (Ut),2001,AUGUST,101
1688,Delhi (Ut),2001,SEPTEMBER,108
1689,Delhi (Ut),2001,OCTOBER,117
1690,Delhi (Ut),2001,NOVEMBER,122
1691,Delhi (Ut),2001,DECEMBER,148
1692,Delhi (Ut),2002,JANUARY,99
1693,Delhi (Ut),2002,FEBRUARY,100
1694,Delhi (Ut),2002,MARCH,95
1695,Delhi (Ut),2002,APRIL,113
1696,Delhi (Ut),2002,MAY,105
1697,Delhi (Ut),2002,JUNE,74
1698,Delhi (Ut),2002,JULY,65
1699,Delhi (Ut),2002,AUGUST,95
1700,Delhi (Ut),2002,SEPTEMBER,102
1701,Delhi (Ut),2002,OCTOBER,113
1702,Delhi (Ut),2002,NOVEMBER,121
1703,Delhi (Ut),2002,DECEMBER,119
1704,Delhi (Ut),2003,JANUARY,173
1705,Delhi (Ut),2003,FEBRUARY,151
1706,Delhi (Ut),2003,MARCH,151
1707,Delhi (Ut),2003,APRIL,121
1708,Delhi (Ut),2003,MAY,166
1709,Delhi (Ut),2003,JUNE,113
1710,Delhi (Ut),2003,JULY,99
1711,Delhi (Ut),2003,AUGUST,121
1712,Delhi (Ut),2003,SEPTEMBER,116
1713,Delhi (Ut),2003,OCTOBER,146
1714,Delhi (Ut),2003,NOVEMBER,166
1715,Delhi (Ut),2003,DECEMBER,155
1716,Delhi (Ut),2004,JANUARY,148
1717,Delhi (Ut),2004,FEBRUARY,127
1718,Delhi (Ut),2004,MARCH,122
1719,Delhi (Ut),2004,APRIL,130
1720,Delhi (Ut),2004,MAY,143
1721,Delhi (Ut),2004,JUNE,104
1722,Delhi (Ut),2004,JULY,104
1723,Delhi (Ut),2004,AUGUST,120
1724,Delhi (Ut),2004,SEPTEMBER,121
1725,Delhi (Ut),2004,OCTOBER,120
1726,Delhi (Ut),2004,NOVEMBER,139
1727,Delhi (Ut),2004,DECEMBER,164
1728,Delhi (Ut),2005,JANUARY,93
1729,Delhi (Ut),2005,FEBRUARY,75
1730,Delhi (Ut),2005,MARCH,88
1731,Delhi (Ut),2005,APRIL,100
1732,Delhi (Ut),2005,MAY,100
1733,Delhi (Ut),2005,JUNE,80
1734,Delhi (Ut),2005,JULY,64
1735,Delhi (Ut),2005,AUGUST,81
1736,Delhi (Ut),2005,SEPTEMBER,79
1737,Delhi (Ut),2005,OCTOBER,84
1738,Delhi (Ut),2005,NOVEMBER,110
1739,Delhi (Ut),2005,DECEMBER,115
1740,Delhi (Ut),2006,JANUARY,341
1741,Delhi (Ut),2006,FEBRUARY,323
1742,Delhi (Ut),2006,MARCH,314
1743,Delhi (Ut),2006,APRIL,300
1744,Delhi (Ut),2006,MAY,408
1745,Delhi (Ut),2006,JUNE,268
1746,Delhi (Ut),2006,JULY,263
1747,Delhi (Ut),2006,AUGUST,272
1748,Delhi (Ut),2006,SEPTEMBER,291
1749,Delhi (Ut),2006,OCTOBER,303
1750,Delhi (Ut),2006,NOVEMBER,307
1751,Delhi (Ut),2006,DECEMBER,359
1752,Delhi (Ut),2007,JANUARY,365
1753,Delhi (Ut),2007,FEBRUARY,362
1754,Delhi (Ut),2007,MARCH,332
1755,Delhi (Ut),2007,APRIL,375
1756,Delhi (Ut),2007,MAY,392
1757,Delhi (Ut),2007,JUNE,299
1758,Delhi (Ut),2007,JULY,245
1759,Delhi (Ut),2007,AUGUST,274
1760,Delhi (Ut),2007,SEPTEMBER,335
1761,Delhi (Ut),2007,OCTOBER,320
1762,Delhi (Ut),2007,NOVEMBER,353
1763,Delhi (Ut),2007,DECEMBER,370
1764,Delhi (Ut),2008,JANUARY,396
1765,Delhi (Ut),2008,FEBRUARY,350
1766,Delhi (Ut),2008,MARCH,384
1767,Delhi (Ut),2008,APRIL,354
1768,Delhi (Ut),2008,MAY,400
1769,Delhi (Ut),2008,JUNE,309
1770,Delhi (Ut),2008,JULY,276
1771,Delhi (Ut),2008,AUGUST,326
1772,Delhi (Ut),2008,SEPTEMBER,305
1773,Delhi (Ut),2008,OCTOBER,340
1774,Delhi (Ut),2008,NOVEMBER,339
1775,Delhi (Ut),2008,DECEMBER,400
1776,Delhi (Ut),2009,JANUARY,389
1777,Delhi (Ut),2009,FEBRUARY,351
1778,Delhi (Ut),2009,MARCH,370
1779,Delhi (Ut),2009,APRIL,327
1780,Delhi (Ut),2009,MAY,370
1781,Delhi (Ut),2009,JUNE,306
1782,Delhi (Ut),2009,JULY,279
1783,Delhi (Ut),2009,AUGUST,302
1784,Delhi (Ut),2009,SEPTEMBER,324
1785,Delhi (Ut),2009,OCTOBER,323
1786,Delhi (Ut),2009,NOVEMBER,371
1787,Delhi (Ut),2009,DECEMBER,458
1788,Delhi (Ut),2010,JANUARY,472
1789,Delhi (Ut),2010,FEBRUARY,411
1790,Delhi (Ut),2010,MARCH,392
1791,Delhi (Ut),2010,APRIL,393
1792,Delhi (Ut),2010,MAY,422
1793,Delhi (Ut),2010,JUNE,307
1794,Delhi (Ut),2010,JULY,294
1795,Delhi (Ut),2010,AUGUST,346
1796,Delhi (Ut),2010,SEPTEMBER,334
1797,Delhi (Ut),2010,OCTOBER,381
1798,Delhi (Ut),2010,NOVEMBER,388
1799,Delhi (Ut),2010,DECEMBER,434
1800,Delhi (Ut),2011,JANUARY,486
1801,Delhi (Ut),2011,FEBRUARY,400
1802,Delhi (Ut),2011,MARCH,370
1803,Delhi (Ut),2011,APRIL,369
1804,Delhi (Ut),2011,MAY,421
1805,Delhi (Ut),2011,JUNE,353
1806,Delhi (Ut),2011,JULY,307
1807,Delhi (Ut),2011,AUGUST,331
1808,Delhi (Ut),2011,SEPTEMBER,312
1809,Delhi (Ut),2011,OCTOBER,373
1810,Delhi (Ut),2011,NOVEMBER,395
1811,Delhi (Ut),2011,DECEMBER,444
1812,Delhi (Ut),2012,JANUARY,428
1813,Delhi (Ut),2012,FEBRUARY,317
1814,Delhi (Ut),2012,MARCH,343
1815,Delhi (Ut),2012,APRIL,332
1816,Delhi (Ut),2012,MAY,393
1817,Delhi (Ut),2012,JUNE,328
1818,Delhi (Ut),2012,JULY,309
1819,Delhi (Ut),2012,AUGUST,357
1820,Delhi (Ut),2012,SEPTEMBER,346
1821,Delhi (Ut),2012,OCTOBER,339
1822,Delhi (Ut),2012,NOVEMBER,391
1823,Delhi (Ut),2012,DECEMBER,405
1824,Delhi (Ut),2013,JANUARY,418
1825,Delhi (Ut),2013,FEBRUARY,372
1826,Delhi (Ut),2013,MARCH,380
1827,Delhi (Ut),2013,APRIL,336
1828,Delhi (Ut),2013,MAY,361
1829,Delhi (Ut),2013,JUNE,300
1830,Delhi (Ut),2013,JULY,291
1831,Delhi (Ut),2013,AUGUST,327
1832,Delhi (Ut),2013,SEPTEMBER,376
1833,Delhi (Ut),2013,OCTOBER,346
1834,Delhi (Ut),2013,NOVEMBER,376
1835,Delhi (Ut),2013,DECEMBER,410
1836,Delhi (Ut),2014,JANUARY,433
1837,Delhi (Ut),2014,FEBRUARY,359
1838,Delhi (Ut),2014,MARCH,349
1839,Delhi (Ut),2014,APRIL,349
1840,Delhi (Ut),2014,MAY,367
1841,Delhi (Ut),2014,JUNE,354
1842,Delhi (Ut),2014,JULY,322
1843,Delhi (Ut),2014,AUGUST,324
1844,Delhi (Ut),2014,SEPTEMBER,285
1845,Delhi (Ut),2014,OCTOBER,312
1846,Delhi (Ut),2014,NOVEMBER,354
1847,Delhi (Ut),2014,DECEMBER,422
1848,Delhi Ut,2001,JANUARY,1657
1849,Delhi Ut,2001,FEBRUARY,1600
1850,Delhi Ut,2001,MARCH,1791
1851,Delhi Ut,2001,APRIL,1744
1852,Delhi Ut,2001,MAY,1935
1853,Delhi Ut,2001,JUNE,1566
1854,Delhi Ut,2001,JULY,1420
1855,Delhi Ut,2001,AUGUST,1533
1856,Delhi Ut,2001,SEPTEMBER,1448
1857,Delhi Ut,2001,OCTOBER,1602
1858,Delhi Ut,2001,NOVEMBER,1769
1859,Delhi Ut,2001,DECEMBER,1743
1860,Delhi Ut,2002,JANUARY,1652
1861,Delhi Ut,2002,FEBRUARY,1529
1862,Delhi Ut,2002,MARCH,1186
1863,Delhi Ut,2002,APRIL,1446
1864,Delhi Ut,2002,MAY,1840
1865,Delhi Ut,2002,JUNE,1723
1866,Delhi Ut,2002,JULY,1498
1867,Delhi Ut,2002,AUGUST,1515
1868,Delhi Ut,2002,SEPTEMBER,1434
1869,Delhi Ut,2002,OCTOBER,1616
1870,Delhi Ut,2002,NOVEMBER,1644
1871,Delhi Ut,2002,DECEMBER,1657
1872,Delhi Ut,2003,JANUARY,1616
1873,Delhi Ut,2003,FEBRUARY,1457
1874,Delhi Ut,2003,MARCH,1456
1875,Delhi Ut,2003,APRIL,1395
1876,Delhi Ut,2003,MAY,1780
1877,Delhi Ut,2003,JUNE,1499
1878,Delhi Ut,2003,JULY,1276
1879,Delhi Ut,2003,AUGUST,1439
1880,Delhi Ut,2003,SEPTEMBER,1404
1881,Delhi Ut,2003,OCTOBER,1620
1882,Delhi Ut,2003,NOVEMBER,1501
1883,Delhi Ut,2003,DECEMBER,1659
1884,Delhi Ut,2004,JANUARY,1669
1885,Delhi Ut,2004,FEBRUARY,1580
1886,Delhi Ut,2004,MARCH,1601
1887,Delhi Ut,2004,APRIL,1606
1888,Delhi Ut,2004,MAY,1771
1889,Delhi Ut,2004,JUNE,1493
1890,Delhi Ut,2004,JULY,1357
1891,Delhi Ut,2004,AUGUST,1119
1892,Delhi Ut,2004,SEPTEMBER,1471
1893,Delhi Ut,2004,OCTOBER,1476
1894,Delhi Ut,2004,NOVEMBER,1673
1895,Delhi Ut,2004,DECEMBER,1662
1896,Delhi Ut,2005,JANUARY,1586
1897,Delhi Ut,2005,FEBRUARY,1575
1898,Delhi Ut,2005,MARCH,1625
1899,Delhi Ut,2005,APRIL,1583
1900,Delhi Ut,2005,MAY,1928
1901,Delhi Ut,2005,JUNE,1559
1902,Delhi Ut,2005,JULY,1321
1903,Delhi Ut,2005,AUGUST,1342
1904,Delhi Ut,2005,SEPTEMBER,1292
1905,Delhi Ut,2005,OCTOBER,1477
1906,Delhi Ut,2005,NOVEMBER,1661
1907,Delhi Ut,2005,DECEMBER,1592
1908,Delhi Ut,2006,JANUARY,1706
1909,Delhi Ut,2006,FEBRUARY,1557
1910,Delhi Ut,2006,MARCH,1721
1911,Delhi Ut,2006,APRIL,1703
1912,Delhi Ut,2006,MAY,1950
1913,Delhi Ut,2006,JUNE,1512
1914,Delhi Ut,2006,JULY,1323
1915,Delhi Ut,2006,AUGUST,1172
1916,Delhi Ut,2006,SEPTEMBER,1423
1917,Delhi Ut,2006,OCTOBER,1575
1918,Delhi Ut,2006,NOVEMBER,1578
1919,Delhi Ut,2006,DECEMBER,1724
1920,Delhi Ut,2007,JANUARY,1898
1921,Delhi Ut,2007,FEBRUARY,1743
1922,Delhi Ut,2007,MARCH,1918
1923,Delhi Ut,2007,APRIL,1959
1924,Delhi Ut,2007,MAY,2169
1925,Delhi Ut,2007,JUNE,1806
1926,Delhi Ut,2007,JULY,1509
1927,Delhi Ut,2007,AUGUST,1505
1928,Delhi Ut,2007,SEPTEMBER,1613
1929,Delhi Ut,2007,OCTOBER,1732
1930,Delhi Ut,2007,NOVEMBER,1867
1931,Delhi Ut,2007,DECEMBER,1714
1932,Delhi Ut,2008,JANUARY,1843
1933,Delhi Ut,2008,FEBRUARY,1878
1934,Delhi Ut,2008,MARCH,1943
1935,Delhi Ut,2008,APRIL,1969
1936,Delhi Ut,2008,MAY,2091
1937,Delhi Ut,2008,JUNE,1782
1938,Delhi Ut,2008,JULY,1562
1939,Delhi Ut,2008,AUGUST,1461
1940,Delhi Ut,2008,SEPTEMBER,1471
1941,Delhi Ut,2008,OCTOBER,1722
1942,Delhi Ut,2008,NOVEMBER,1605
1943,Delhi Ut,2008,DECEMBER,1700
1944,Delhi Ut,2009,JANUARY,1742
1945,Delhi Ut,2009,FEBRUARY,1603
1946,Delhi Ut,2009,MARCH,1743
1947,Delhi Ut,2009,APRIL,1628
1948,Delhi Ut,2009,MAY,1937
1949,Delhi Ut,2009,JUNE,1640
1950,Delhi Ut,2009,JULY,1339
1951,Delhi Ut,2009,AUGUST,1594
1952,Delhi Ut,2009,SEPTEMBER,1613
1953,Delhi Ut,2009,OCTOBER,1752
1954,Delhi Ut,2009,NOVEMBER,1674
1955,Delhi Ut,2009,DECEMBER,1836
1956,Delhi Ut,2010,JANUARY,1892
1957,Delhi Ut,2010,FEBRUARY,1716
1958,Delhi Ut,2010,MARCH,1803
1959,Delhi Ut,2010,APRIL,1717
1960,Delhi Ut,2010,MAY,2042
1961,Delhi Ut,2010,JUNE,1730
1962,Delhi Ut,2010,JULY,1469
1963,Delhi Ut,2010,AUGUST,1310
1964,Delhi Ut,2010,SEPTEMBER,1391
1965,Delhi Ut,2010,OCTOBER,1639
1966,Delhi Ut,2010,NOVEMBER,1860
1967,Delhi Ut,2010,DECEMBER,1929
1968,Delhi Ut,2011,JANUARY,2626
1969,Delhi Ut,2011,FEBRUARY,2601
1970,Delhi Ut,2011,MARCH,2629
1971,Delhi Ut,2011,APRIL,2447
1972,Delhi Ut,2011,MAY,3056
1973,Delhi Ut,2011,JUNE,2558
1974,Delhi Ut,2011,JULY,2346
1975,Delhi Ut,2011,AUGUST,2212
1976,Delhi Ut,2011,SEPTEMBER,2169
1977,Delhi Ut,2011,OCTOBER,2617
1978,Delhi Ut,2011,NOVEMBER,2524
1979,Delhi Ut,2011,DECEMBER,2414
1980,Delhi Ut,2012,JANUARY,2549
1981,Delhi Ut,2012,FEBRUARY,2483
1982,Delhi Ut,2012,MARCH,2370
1983,Delhi Ut,2012,APRIL,2400
1984,Delhi Ut,2012,MAY,2486
1985,Delhi Ut,2012,JUNE,2313
1986,Delhi Ut,2012,JULY,2098
1987,Delhi Ut,2012,AUGUST,2076
1988,Delhi Ut,2012,SEPTEMBER,1948
1989,Delhi Ut,2012,OCTOBER,2153
1990,Delhi Ut,2012,NOVEMBER,2294
1991,Delhi Ut,2012,DECEMBER,2097
1992,Delhi Ut,2013,JANUARY,2357
1993,Delhi Ut,2013,FEBRUARY,2189
1994,Delhi Ut,2013,MARCH,2266
1995,Delhi Ut,2013,APRIL,2189
1996,Delhi Ut,2013,MAY,2405
1997,Delhi Ut,2013,JUNE,2142
1998,Delhi Ut,2013,JULY,1788
1999,Delhi Ut,2013,AUGUST,1821
2000,Delhi Ut,2013,SEPTEMBER,1848
2001,Delhi Ut,2013,OCTOBER,1931
2002,Delhi Ut,2013,NOVEMBER,2051
2003,Delhi Ut,2013,DECEMBER,2048
2004,Delhi Ut,2014,JANUARY,2023
2005,Delhi Ut,2014,FEBRUARY,1978
2006,Delhi Ut,2014,MARCH,2039
2007,Delhi Ut,2014,APRIL,1846
2008,Delhi Ut,2014,MAY,2127
2009,Delhi Ut,2014,JUNE,1988
2010,Delhi Ut,2014,JULY,1673
2011,Delhi Ut,2014,AUGUST,1633
2012,Delhi Ut,2014,SEPTEMBER,1506
2013,Delhi Ut,2014,OCTOBER,1817
2014,Delhi Ut,2014,NOVEMBER,1678
2015,Delhi Ut,2014,DECEMBER,1844
2016,Goa,2001,JANUARY,481
2017,Goa,2001,FEBRUARY,506
2018,Goa,2001,MARCH,517
2019,Goa,2001,APRIL,543
2020,Goa,2001,MAY,543
2021,Goa,2001,JUNE,520
2022,Goa,2001,JULY,540
2023,Goa,2001,AUGUST,509
2024,Goa,2001,SEPTEMBER,540
2025,Goa,2001,OCTOBER,542
2026,Goa,2001,NOVEMBER,571
2027,Goa,2001,DECEMBER,561
2028,Goa,2002,JANUARY,513
2029,Goa,2002,FEBRUARY,524
2030,Goa,2002,MARCH,595
2031,Goa,2002,APRIL,593
2032,Goa,2002,MAY,583
2033,Goa,2002,JUNE,641
2034,Goa,2002,JULY,586
2035,Goa,2002,AUGUST,596
2036,Goa,2002,SEPTEMBER,559
2037,Goa,2002,OCTOBER,657
2038,Goa,2002,NOVEMBER,615
2039,Goa,2002,DECEMBER,625
2040,Goa,2003,JANUARY,468
2041,Goa,2003,FEBRUARY,512
2042,Goa,2003,MARCH,534
2043,Goa,2003,APRIL,528
2044,Goa,2003,MAY,581
2045,Goa,2003,JUNE,480
2046,Goa,2003,JULY,545
2047,Goa,2003,AUGUST,493
2048,Goa,2003,SEPTEMBER,542
2049,Goa,2003,OCTOBER,568
2050,Goa,2003,NOVEMBER,662
2051,Goa,2003,DECEMBER,511
2052,Goa,2004,JANUARY,591
2053,Goa,2004,FEBRUARY,657
2054,Goa,2004,MARCH,658
2055,Goa,2004,APRIL,629
2056,Goa,2004,MAY,633
2057,Goa,2004,JUNE,673
2058,Goa,2004,JULY,669
2059,Goa,2004,AUGUST,659
2060,Goa,2004,SEPTEMBER,655
2061,Goa,2004,OCTOBER,685
2062,Goa,2004,NOVEMBER,692
